accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	F_coverage	G_coverage	genome_coverage
KU950490	KU950490.1	KU950490	2013-10-28	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		0.958	1.000	0.749
KU950589	KU950589.1	KU950589	2013-10-29	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KU950599	KU950599.1	KU950599	2013-10-29	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
MK034837	MK034837.1	U2978	2013-10-30	Asia	Malaysia			Homo sapiens	2020-12-31		Ng et al		Ng,K.T., Oong,X.Y., Hanafi,N.S., Kamarulzaman,A., Sam,I.-C., Chan,Y.F., Tee,K.K.		0.000	0.260	0.016
KU950584	KU950584.1	KU950584	2013-10-31	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950689	KU950689.1	KU950689	2013-10-31	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.998
KM402681	KM402681.1	VH166043	2013-11-07	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402682	KM402682.1	VH167585	2013-11-11	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402754	KM402754.1	VH566989	2013-11-11	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839638	KU839638.1	KU839638	2013-11-11	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KM402683	KM402683.1	VH168163	2013-11-12	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402684	KM402684.1	VH168482	2013-11-12	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950551	KU950551.1	KU950551	2013-11-12	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		0.957	1.000	0.745
MH760724	MH760724.1	MH760724	2013-11-12	Oceania	Australia			Homo sapiens	2018-09-25		Di Giallonardo et al		Di Giallonardo,F., Kok,J., Fernandez,M., Carter,I., Geoghegan,J.L., Dwyer,D.E., Holmes,E.C., Eden,J.S., Eden,J.-S.		1.000	1.000	0.981
KU950587	KU950587.1	KU950587	2013-11-13	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
MK039389	MK039389.1	608	2013-11-14	Asia	Malaysia			Homo sapiens	2020-12-31		Sam et al		Sam,I.-C., Chan,Y.F.		0.000	0.315	0.020
KM402685	KM402685.1	VH170185	2013-11-15	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839634	KU839634.1	KU839634	2013-11-15	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU950503	KU950503.1	KU950503	2013-11-15	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402686	KM402686.1	VH170658	2013-11-16	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839623	KU839623.1	KU839623	2013-11-18	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU950635	KU950635.1	KU950635	2013-11-18	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950465	KU950465.1	KU950465	2013-11-19	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950547	KU950547.1	KU950547	2013-11-19	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950577	KU950577.1	KU950577	2013-11-19	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
LC060586	LC060586.1	LC060586	2013-11-19	Asia	Japan	Fukui		Homo sapiens	2015-10-06		Nagasawa et al		Nagasawa,K., Hirano,E., Kobayashi,M., Ryo,A., Oishi,K., Obuchi,M., Ishiwada,N., Noda,M., Kuroda,M., Shimojo,N., Kimura,H.		0.000	0.308	0.019
KU950659	KU950659.1	KU950659	2013-11-20	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
MK034819	MK034819.1	U3093	2013-11-20	Asia	Malaysia			Homo sapiens	2020-12-31		Ng et al		Ng,K.T., Oong,X.Y., Hanafi,N.S., Kamarulzaman,A., Sam,I.-C., Chan,Y.F., Tee,K.K.		0.000	0.322	0.020
KM402687	KM402687.1	VH172647	2013-11-21	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402688	KM402688.1	VH172967	2013-11-21	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402733	KM402733.1	VH323777	2013-11-21	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950514	KU950514.1	KU950514	2013-11-21	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.997
KU950665	KU950665.1	KU950665	2013-11-22	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KM402689	KM402689.1	VH174214	2013-11-24	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402690	KM402690.1	VH174741	2013-11-25	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402691	KM402691.1	VH175085	2013-11-26	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950463	KU950463.1	KU950463	2013-11-26	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU839628	KU839628.1	KU839628	2013-11-27	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU950526	KU950526.1	KU950526	2013-11-27	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950602	KU950602.1	KU950602	2013-11-27	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402692	KM402692.1	VH176360	2013-11-28	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402735	KM402735.1	VH327281	2013-12-01	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402693	KM402693.1	VH178226	2013-12-02	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839635	KU839635.1	KU839635	2013-12-02	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU950496	KU950496.1	KU950496	2013-12-02	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402694	KM402694.1	VH178972	2013-12-03	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950494	KU950494.1	KU950494	2013-12-03	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KU950555	KU950555.1	KU950555	2013-12-03	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402695	KM402695.1	VH179929	2013-12-05	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950681	KU950681.1	KU950681	2013-12-05	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950607	KU950607.1	KU950607	2013-12-06	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402696	KM402696.1	VH180799	2013-12-07	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950484	KU950484.1	KU950484	2013-12-09	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950672	KU950672.1	KU950672	2013-12-09	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402697	KM402697.1	VH182335	2013-12-10	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402698	KM402698.1	VH182496	2013-12-10	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402755	KM402755.1	VH584189	2013-12-10	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU950633	KU950633.1	KU950633	2013-12-10	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KX894801	KX894801.1	KX894801	2013-12-10	North America	USA			Homo sapiens	2016-10-31		Shabman et al		Shabman,R., Das,S.R., Shilts,M., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Hu,L., Durbin,A., Rocchi,I., Williams,T., Hartert,T.		1.000	0.495	0.931
KM402699	KM402699.1	VH183091	2013-12-11	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402756	KM402756.1	VH995927	2013-12-11	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839640	KU839640.1	KU839640	2013-12-11	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
MK034839	MK034839.1	U3203	2013-12-11	Asia	Malaysia			Homo sapiens	2020-12-31		Ng et al		Ng,K.T., Oong,X.Y., Hanafi,N.S., Kamarulzaman,A., Sam,I.-C., Chan,Y.F., Tee,K.K.		0.000	0.315	0.020
KU950606	KU950606.1	KU950606	2013-12-13	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KM402700	KM402700.1	VH184987B	2013-12-15	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402701	KM402701.1	VH185064B	2013-12-15	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402736	KM402736.1	VH332511	2013-12-15	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402702	KM402702.1	VH185738	2013-12-16	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402703	KM402703.1	VH185760	2013-12-16	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU245526	KU245526.1	KU245526	2013-12-16	Asia	South Korea			Homo sapiens	2016-03-13		Hong et al		Hong,J., Kim,D., Park,S., Park,K.		0.092	0.445	0.043
KU950458	KU950458.1	KU950458	2013-12-16	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.999
KU950697	KU950697.1	KU950697	2013-12-16	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.989
KM402737	KM402737.1	VH333764	2013-12-17	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KU839632	KU839632.1	KU839632	2013-12-17	North America	USA	Tennessee		Homo sapiens	2016-03-09		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E., Hartert,T.		1.000	1.000	0.995
KU950461	KU950461.1	KU950461	2013-12-17	North America	USA			Homo sapiens	2016-04-06		Das et al		Das,S.R., Halpin,R.A., Shilts,M., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T.		1.000	1.000	0.995
KM402704	KM402704.1	VH186863	2013-12-18	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402738	KM402738.1	VH334098	2013-12-18	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402705	KM402705.1	VH187442	2013-12-19	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KM402739	KM402739.1	VH335242	2013-12-20	Europe	Spain	Catalunya	Barcelona ES	Homo sapiens	2014-11-12		Gimferrer et al		Gimferrer,L., Campins,M., Codina,M.G., Martin Mdel,C., Fuentes,F., Esperalba,J., Bruguera,A., Vilca,L.M., Armadans,L., Pumarola,T., Anton,A., Martin,M.D.C., Vall,A.		0.000	1.000	0.062
KP336508	KP336508.1	HZ11-S38	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.280	0.018
KP336509	KP336509.1	HZ11-s203	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.280	0.018
KP336510	KP336510.1	HZ12-s243	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.280	0.018
KP336511	KP336511.1	HZ13-s19	2013-12-20	Asia	China			Homo sapiens	2015-08-05		Yu et al		Yu,X., Kou,Y., Xia,D., Li,J., Yang,X., Zhou,Y., He,X.		0.000	0.280	0.018
